"","test.id","cuisine"
"334",3281,"italian"
"335",15804,"mexican"
"336",40835,"mexican"
"337",39262,"southern_us"
"338",37013,"italian"
"339",14807,"southern_us"
"340",47956,"mexican"
"341",2580,"mexican"
"342",13720,"italian"
"343",23008,"chinese"
"344",5951,"southern_us"
"345",39312,"southern_us"
"346",6176,"southern_us"
"347",17617,"mexican"
"348",57,"mexican"
"349",43422,"southern_us"
"350",49403,"southern_us"
"351",44751,"southern_us"
"352",21865,"southern_us"
"353",26584,"southern_us"
"354",39355,"chinese"
"355",14038,"southern_us"
"356",45396,"southern_us"
"357",49715,"mexican"
"358",41515,"southern_us"
"359",30445,"italian"
"360",4090,"mexican"
"361",17207,"southern_us"
"362",40376,"southern_us"
"363",19398,"mexican"
"364",22347,"mexican"
"365",49671,"mexican"
"366",40854,"italian"
"367",926,"chinese"
"368",47919,"southern_us"
"369",20571,"italian"
"370",18866,"southern_us"
"371",48742,"mexican"
"372",14577,"italian"
"373",29481,"italian"
"374",40996,"italian"
"375",34470,"italian"
"376",31147,"mexican"
"377",35932,"southern_us"
"378",27221,"italian"
"379",48301,"italian"
"380",29925,"southern_us"
"381",48640,"mexican"
"382",22873,"southern_us"
"383",10565,"southern_us"
"384",15509,"southern_us"
"385",37569,"southern_us"
"386",13306,"chinese"
"387",40474,"italian"
"388",15182,"southern_us"
"389",8609,"chinese"
"390",32168,"southern_us"
"391",1125,"southern_us"
"392",25244,"italian"
"393",46889,"chinese"
"394",13841,"chinese"
"395",47135,"italian"
"396",29036,"southern_us"
"397",43533,"chinese"
"398",41631,"southern_us"
"399",22124,"southern_us"
"400",18836,"southern_us"
"401",35695,"southern_us"
"402",5141,"indian"
"403",41894,"italian"
"404",4972,"italian"
"405",34195,"chinese"
"406",14183,"southern_us"
"407",15188,"southern_us"
"408",8734,"italian"
"409",30946,"southern_us"
"410",5588,"southern_us"
"411",49554,"southern_us"
"412",1270,"indian"
"413",1259,"southern_us"
"414",45986,"southern_us"
"415",22351,"southern_us"
"416",300,"mexican"
"417",9278,"southern_us"
"418",10021,"indian"
"419",17014,"southern_us"
"420",40855,"southern_us"
"421",18362,"southern_us"
"422",16292,"chinese"
"423",29924,"southern_us"
"424",47174,"italian"
"425",4856,"italian"
"426",15417,"italian"
"427",19875,"southern_us"
"428",42228,"mexican"
"429",36264,"southern_us"
"430",14571,"southern_us"
"431",23496,"southern_us"
"432",43879,"mexican"
"433",23431,"indian"
"434",5499,"italian"
"435",247,"southern_us"
"436",48795,"mexican"
"437",47113,"italian"
"438",489,"southern_us"
"439",13036,"chinese"
"440",4838,"italian"
"441",40630,"southern_us"
"442",17576,"italian"
"443",29972,"southern_us"
"444",8123,"indian"
"445",35918,"mexican"
"446",42669,"italian"
"447",24632,"southern_us"
"448",35740,"mexican"
"449",45670,"italian"
"450",28041,"chinese"
"451",46688,"chinese"
"452",10309,"southern_us"
"453",15367,"mexican"
"454",30562,"southern_us"
"455",47151,"mexican"
"456",47300,"chinese"
"457",31200,"southern_us"
"458",5749,"southern_us"
"459",41807,"southern_us"
"460",13990,"mexican"
"461",23572,"southern_us"
"462",872,"southern_us"
"463",38085,"southern_us"
"464",5248,"southern_us"
"465",26309,"southern_us"
"466",26880,"mexican"
"467",41559,"mexican"
"468",8059,"southern_us"
"469",26041,"southern_us"
"470",30019,"indian"
"471",7207,"indian"
"472",30309,"southern_us"
"473",2092,"southern_us"
"474",8023,"chinese"
"475",4016,"southern_us"
"476",24631,"italian"
"477",35068,"southern_us"
"478",8523,"mexican"
"479",28463,"italian"
"480",8629,"italian"
"481",43829,"italian"
"482",22129,"italian"
"483",34505,"chinese"
"484",38200,"chinese"
"485",36513,"chinese"
"486",32187,"italian"
"487",7788,"southern_us"
"488",31130,"southern_us"
"489",40483,"southern_us"
"490",2224,"southern_us"
"491",14143,"southern_us"
"492",22889,"southern_us"
"493",17406,"chinese"
"494",10451,"mexican"
"495",19844,"southern_us"
"496",23416,"southern_us"
"497",33874,"southern_us"
"498",39951,"italian"
"499",41361,"mexican"
"500",44659,"mexican"
"501",8836,"southern_us"
"502",21709,"indian"
"503",22993,"mexican"
"504",39191,"chinese"
"505",17182,"southern_us"
"506",20507,"southern_us"
"507",42397,"southern_us"
"508",18897,"italian"
"509",3797,"chinese"
"510",11041,"southern_us"
"511",807,"southern_us"
"512",3514,"italian"
"513",12936,"chinese"
"514",15050,"southern_us"
"515",43377,"southern_us"
"516",10471,"chinese"
"517",30721,"mexican"
"518",14333,"mexican"
"519",6260,"chinese"
"520",7712,"southern_us"
"521",19048,"southern_us"
"522",21455,"mexican"
"523",18575,"southern_us"
"524",47647,"southern_us"
"525",35947,"mexican"
"526",14499,"italian"
"527",43525,"southern_us"
"528",5723,"italian"
"529",48497,"italian"
"530",43822,"southern_us"
"531",525,"italian"
"532",30594,"mexican"
"533",47948,"southern_us"
"534",2099,"southern_us"
"535",43863,"italian"
"536",24711,"chinese"
"537",15230,"indian"
"538",21680,"indian"
"539",36218,"mexican"
"540",41622,"chinese"
"541",34809,"southern_us"
"542",5110,"italian"
"543",27214,"italian"
"544",34803,"southern_us"
"545",36822,"southern_us"
"546",6912,"mexican"
"547",20373,"southern_us"
"548",29157,"southern_us"
"549",6327,"mexican"
"550",35502,"mexican"
"551",8305,"southern_us"
"552",35598,"southern_us"
"553",48538,"southern_us"
"554",49358,"indian"
"555",44506,"mexican"
"556",39146,"mexican"
"557",29270,"southern_us"
"558",20560,"southern_us"
"559",24169,"southern_us"
"560",41537,"italian"
"561",10431,"italian"
"562",31517,"southern_us"
"563",34049,"chinese"
"564",26964,"southern_us"
"565",49655,"italian"
"566",9101,"southern_us"
"567",30377,"italian"
"568",7046,"southern_us"
"569",47969,"mexican"
"570",18971,"southern_us"
"571",38891,"southern_us"
"572",29506,"mexican"
"573",40305,"southern_us"
"574",21255,"southern_us"
"575",15578,"mexican"
"576",24894,"southern_us"
"577",32089,"chinese"
"578",46097,"southern_us"
"579",40982,"southern_us"
"580",12543,"southern_us"
"581",38366,"southern_us"
"582",32925,"italian"
"583",17506,"mexican"
"584",48389,"italian"
"585",41804,"chinese"
"586",9961,"chinese"
"587",24939,"indian"
"588",39599,"southern_us"
"589",45838,"mexican"
"590",48875,"southern_us"
"591",25531,"chinese"
"592",3009,"southern_us"
"593",31965,"southern_us"
"594",16901,"italian"
"595",13370,"italian"
"596",2954,"chinese"
"597",40353,"italian"
"598",8207,"southern_us"
"599",10933,"chinese"
"600",38206,"southern_us"
"601",14110,"mexican"
"602",19128,"italian"
"603",32616,"indian"
"604",27748,"mexican"
"605",31858,"southern_us"
"606",20510,"southern_us"
"607",17602,"mexican"
"608",35665,"southern_us"
"609",46589,"indian"
"610",8178,"mexican"
"611",34880,"italian"
"612",42527,"southern_us"
"613",29682,"southern_us"
"614",32166,"chinese"
"615",30343,"southern_us"
"616",15385,"southern_us"
"617",18372,"chinese"
"618",29211,"italian"
"619",23269,"chinese"
"620",4561,"italian"
"621",27365,"mexican"
"622",49032,"southern_us"
"623",22064,"italian"
"624",12060,"southern_us"
"625",47834,"southern_us"
"626",25815,"southern_us"
"627",34036,"chinese"
"628",19326,"chinese"
"629",44078,"chinese"
"630",31090,"italian"
"631",17485,"southern_us"
"632",708,"southern_us"
"633",5350,"southern_us"
"634",29754,"southern_us"
"635",18309,"italian"
"636",46871,"italian"
"637",27300,"southern_us"
"638",41890,"mexican"
"639",49548,"southern_us"
"640",11392,"italian"
"641",1354,"mexican"
"642",48819,"southern_us"
"643",19097,"southern_us"
"644",42113,"italian"
"645",24060,"chinese"
"646",25849,"mexican"
"647",4543,"italian"
"648",25306,"southern_us"
"649",41966,"italian"
"650",48719,"mexican"
"651",48191,"chinese"
"652",8826,"southern_us"
"653",42703,"mexican"
"654",16083,"southern_us"
"655",26613,"southern_us"
"656",28088,"italian"
"657",39965,"southern_us"
"658",36239,"italian"
"659",4322,"mexican"
"660",9951,"italian"
"661",3045,"mexican"
"662",28585,"italian"
"663",39841,"southern_us"
"664",25913,"mexican"
"665",39715,"mexican"
"666",23135,"italian"
"667",47022,"indian"
"668",24160,"southern_us"
"669",18619,"italian"
"670",12574,"chinese"
"671",22681,"indian"
"672",33692,"southern_us"
"673",538,"mexican"
"674",22118,"chinese"
"675",21890,"southern_us"
"676",36340,"chinese"
"677",27973,"italian"
"678",12870,"mexican"
"679",22564,"chinese"
"680",35063,"southern_us"
"681",7000,"southern_us"
"682",11318,"mexican"
"683",47001,"italian"
"684",11395,"chinese"
"685",23507,"chinese"
"686",47242,"southern_us"
"687",48957,"italian"
"688",17721,"italian"
"689",25138,"southern_us"
"690",47438,"italian"
"691",47162,"southern_us"
"692",42459,"southern_us"
"693",6486,"mexican"
"694",24116,"southern_us"
"695",31596,"chinese"
"696",38887,"chinese"
"697",10665,"chinese"
"698",13712,"southern_us"
"699",2633,"southern_us"
"700",35784,"southern_us"
"701",45204,"italian"
"702",46722,"southern_us"
"703",34949,"southern_us"
"704",35321,"chinese"
"705",46430,"southern_us"
"706",34431,"southern_us"
"707",30890,"southern_us"
"708",42132,"southern_us"
"709",15702,"southern_us"
"710",47719,"southern_us"
"711",45160,"italian"
"712",20600,"southern_us"
"713",10800,"southern_us"
"714",30479,"italian"
"715",9457,"southern_us"
"716",26571,"southern_us"
"717",42942,"italian"
"718",36635,"mexican"
"719",43617,"chinese"
"720",16911,"southern_us"
"721",122,"southern_us"
"722",22340,"southern_us"
"723",37007,"italian"
"724",23595,"italian"
"725",25233,"italian"
"726",5503,"chinese"
"727",47338,"mexican"
"728",44695,"southern_us"
"729",7141,"southern_us"
"730",14564,"italian"
"731",19655,"southern_us"
"732",35326,"mexican"
"733",35922,"mexican"
"734",28171,"italian"
"735",1322,"italian"
"736",14923,"southern_us"
"737",42344,"southern_us"
"738",16380,"mexican"
"739",15233,"indian"
"740",8338,"southern_us"
"741",41014,"southern_us"
"742",30440,"mexican"
"743",23043,"chinese"
"744",20788,"italian"
"745",14375,"southern_us"
"746",1184,"chinese"
"747",34280,"italian"
"748",46171,"southern_us"
"749",31834,"chinese"
"750",14759,"italian"
"751",15855,"chinese"
"752",6662,"italian"
"753",15056,"italian"
"754",34873,"chinese"
"755",20089,"southern_us"
"756",20015,"mexican"
"757",18402,"italian"
"758",6418,"southern_us"
"759",1454,"chinese"
"760",14070,"chinese"
"761",26424,"southern_us"
"762",27349,"mexican"
"763",26459,"southern_us"
"764",13151,"southern_us"
"765",12264,"italian"
"766",18366,"southern_us"
"767",46851,"italian"
"768",18954,"italian"
"769",39858,"chinese"
"770",43500,"southern_us"
"771",21656,"southern_us"
"772",10505,"chinese"
"773",5313,"southern_us"
"774",28951,"chinese"
"775",19961,"southern_us"
"776",1795,"southern_us"
"777",9917,"southern_us"
"778",26180,"mexican"
"779",9726,"italian"
"780",47689,"italian"
"781",7866,"mexican"
"782",41625,"mexican"
"783",35160,"southern_us"
"784",4430,"italian"
"785",39082,"southern_us"
"786",46186,"mexican"
"787",11988,"mexican"
"788",24177,"southern_us"
"789",31849,"italian"
"790",41194,"mexican"
"791",36968,"southern_us"
"792",42330,"chinese"
"793",36791,"southern_us"
"794",19704,"italian"
"795",4933,"southern_us"
"796",4255,"mexican"
"797",37105,"southern_us"
"798",35848,"southern_us"
"799",17416,"southern_us"
"800",39066,"italian"
"801",36270,"southern_us"
"802",24406,"chinese"
"803",20517,"southern_us"
"804",27630,"mexican"
"805",19670,"southern_us"
"806",4685,"italian"
"807",45260,"italian"
"808",378,"chinese"
"809",40841,"southern_us"
"810",27632,"chinese"
"811",12193,"mexican"
"812",38047,"mexican"
"813",10170,"italian"
"814",25043,"chinese"
"815",23851,"italian"
"816",14743,"southern_us"
"817",13294,"southern_us"
"818",26466,"chinese"
"819",32002,"italian"
"820",37526,"southern_us"
"821",8888,"italian"
"822",38945,"southern_us"
"823",38546,"southern_us"
"824",38869,"southern_us"
"825",10556,"mexican"
"826",3296,"southern_us"
"827",25977,"mexican"
"828",32025,"southern_us"
"829",44087,"italian"
"830",32762,"southern_us"
"831",824,"southern_us"
"832",44636,"italian"
"833",542,"southern_us"
"834",38218,"southern_us"
"835",41930,"southern_us"
"836",1987,"southern_us"
"837",37378,"southern_us"
"838",8873,"italian"
"839",1513,"chinese"
"840",44013,"mexican"
"841",38042,"southern_us"
"842",11576,"chinese"
"843",24510,"italian"
"844",823,"italian"
"845",23443,"chinese"
"846",34870,"indian"
"847",3846,"southern_us"
"848",14993,"southern_us"
"849",16854,"mexican"
"850",5886,"mexican"
"851",33793,"southern_us"
"852",2999,"southern_us"
"853",20843,"mexican"
"854",29153,"chinese"
"855",33790,"italian"
"856",16516,"mexican"
"857",37887,"southern_us"
"858",18466,"mexican"
"859",48033,"mexican"
"860",45404,"italian"
"861",4175,"mexican"
"862",31986,"italian"
"863",38555,"indian"
"864",26832,"southern_us"
"865",19810,"mexican"
"866",49086,"southern_us"
"867",39579,"italian"
"868",25551,"southern_us"
"869",42549,"italian"
"870",22052,"mexican"
"871",45632,"italian"
"872",4143,"mexican"
"873",11310,"italian"
"874",32839,"southern_us"
"875",48171,"southern_us"
"876",22896,"southern_us"
"877",10878,"southern_us"
"878",31643,"mexican"
"879",47624,"southern_us"
"880",35141,"italian"
"881",13498,"chinese"
"882",24566,"italian"
"883",16533,"southern_us"
"884",15437,"mexican"
"885",19426,"italian"
"886",32416,"italian"
"887",2427,"italian"
"888",9178,"southern_us"
"889",40606,"italian"
"890",28450,"southern_us"
"891",7946,"italian"
"892",21756,"italian"
"893",17843,"southern_us"
"894",44066,"southern_us"
"895",7427,"chinese"
"896",11297,"southern_us"
"897",42965,"italian"
"898",23067,"southern_us"
"899",35066,"southern_us"
"900",27938,"italian"
"901",39075,"italian"
"902",20200,"southern_us"
"903",19823,"southern_us"
"904",12336,"chinese"
"905",34714,"italian"
"906",45388,"italian"
"907",25639,"southern_us"
"908",33985,"southern_us"
"909",25524,"mexican"
"910",19641,"chinese"
"911",11106,"chinese"
"912",22165,"italian"
"913",35412,"italian"
"914",23475,"southern_us"
"915",1570,"italian"
"916",12815,"southern_us"
"917",37253,"italian"
"918",16900,"italian"
"919",7701,"southern_us"
"920",49391,"mexican"
"921",1132,"italian"
"922",13051,"mexican"
"923",2284,"chinese"
"924",21410,"southern_us"
"925",25604,"italian"
"926",45746,"mexican"
"927",35911,"italian"
"928",26608,"southern_us"
"929",16991,"southern_us"
"930",40657,"mexican"
"931",47960,"southern_us"
"932",38408,"southern_us"
"933",1295,"southern_us"
"934",40139,"southern_us"
"935",38538,"southern_us"
"936",26420,"italian"
"937",10326,"southern_us"
"938",5181,"mexican"
"939",18210,"indian"
"940",3241,"southern_us"
"941",27062,"italian"
"942",41527,"chinese"
"943",45484,"mexican"
"944",38755,"southern_us"
"945",47246,"italian"
"946",164,"italian"
"947",723,"italian"
"948",299,"southern_us"
"949",1519,"mexican"
"950",34077,"chinese"
"951",45254,"indian"
"952",34760,"southern_us"
"953",11154,"southern_us"
"954",26274,"italian"
"955",15081,"italian"
"956",45100,"southern_us"
"957",1417,"southern_us"
"958",32083,"italian"
"959",29971,"italian"
"960",17679,"italian"
"961",36539,"southern_us"
"962",34975,"mexican"
"963",4633,"southern_us"
"964",10321,"southern_us"
"965",35565,"italian"
"966",26919,"chinese"
"967",9549,"southern_us"
"968",31863,"mexican"
"969",22053,"southern_us"
"970",19443,"southern_us"
"971",18540,"italian"
"972",23354,"italian"
"973",13859,"southern_us"
"974",23904,"southern_us"
"975",6675,"southern_us"
"976",18595,"southern_us"
"977",12967,"chinese"
"978",17283,"southern_us"
"979",23211,"southern_us"
"980",14358,"mexican"
"981",31398,"southern_us"
"982",42650,"southern_us"
"983",25258,"mexican"
"984",18457,"mexican"
"985",11810,"italian"
"986",9499,"italian"
"987",11943,"mexican"
"988",6810,"chinese"
"989",34323,"southern_us"
"990",23296,"chinese"
"991",45927,"italian"
"992",45196,"southern_us"
"993",19917,"chinese"
"994",20210,"italian"
"995",41629,"chinese"
"996",39907,"italian"
"997",4956,"southern_us"
"998",37058,"italian"
"999",20859,"chinese"
"1000",3315,"italian"
"1001",4401,"italian"
"1002",21361,"italian"
"1003",44164,"southern_us"
"1004",26391,"italian"
"1005",47771,"italian"
"1006",44140,"italian"
"1007",43739,"mexican"
"1008",12481,"southern_us"
"1009",12292,"southern_us"
"1010",15965,"indian"
"1011",23409,"chinese"
"1012",39005,"chinese"
"1013",2774,"mexican"
"1014",14529,"chinese"
"1015",16926,"mexican"
"1016",26890,"southern_us"
"1017",9663,"southern_us"
"1018",43052,"southern_us"
"1019",24193,"southern_us"
"1020",5476,"italian"
"1021",10048,"southern_us"
"1022",1981,"southern_us"
"1023",12194,"southern_us"
"1024",22202,"southern_us"
"1025",7626,"chinese"
"1026",37365,"mexican"
"1027",44144,"italian"
"1028",37723,"southern_us"
"1029",47194,"southern_us"
"1030",30827,"italian"
"1031",33108,"southern_us"
"1032",2075,"italian"
"1033",6326,"italian"
"1034",11083,"mexican"
"1035",30311,"chinese"
"1036",45371,"italian"
"1037",18232,"southern_us"
"1038",9768,"chinese"
"1039",6648,"southern_us"
"1040",35650,"southern_us"
"1041",23013,"italian"
"1042",6669,"southern_us"
"1043",42670,"southern_us"
"1044",18155,"mexican"
"1045",44622,"mexican"
"1046",28426,"mexican"
"1047",23743,"mexican"
"1048",14176,"southern_us"
"1049",9576,"italian"
"1050",36577,"mexican"
"1051",16671,"italian"
"1052",22964,"southern_us"
"1053",16424,"southern_us"
"1054",47225,"southern_us"
"1055",17565,"southern_us"
"1056",36401,"southern_us"
"1057",30314,"italian"
"1058",32982,"southern_us"
"1059",21866,"southern_us"
"1060",1475,"italian"
"1061",13053,"italian"
"1062",33983,"southern_us"
"1063",24051,"southern_us"
"1064",22800,"italian"
"1065",16561,"chinese"
"1066",2740,"southern_us"
"1067",219,"mexican"
"1068",48737,"southern_us"
"1069",2164,"italian"
"1070",13579,"italian"
"1071",71,"southern_us"
"1072",12420,"mexican"
"1073",35209,"mexican"
"1074",11472,"indian"
"1075",43172,"chinese"
"1076",24927,"italian"
"1077",37102,"southern_us"
"1078",10743,"southern_us"
"1079",27874,"southern_us"
"1080",9565,"southern_us"
"1081",21419,"italian"
"1082",767,"chinese"
"1083",28308,"italian"
"1084",37605,"italian"
"1085",9558,"southern_us"
"1086",31527,"italian"
"1087",2419,"chinese"
"1088",7541,"chinese"
"1089",11400,"italian"
"1090",23487,"southern_us"
"1091",8087,"southern_us"
"1092",21906,"southern_us"
"1093",48830,"mexican"
"1094",37328,"southern_us"
"1095",45490,"southern_us"
"1096",9710,"italian"
"1097",16153,"mexican"
"1098",39537,"southern_us"
"1099",13923,"italian"
"1100",8120,"southern_us"
"1101",12923,"southern_us"
"1102",1556,"southern_us"
"1103",6871,"italian"
"1104",34201,"southern_us"
"1105",36146,"southern_us"
"1106",33170,"southern_us"
"1107",20082,"mexican"
"1108",26517,"southern_us"
"1109",15214,"southern_us"
"1110",34092,"southern_us"
"1111",40902,"southern_us"
"1112",44452,"southern_us"
"1113",2083,"italian"
"1114",44897,"mexican"
"1115",17850,"southern_us"
"1116",26693,"italian"
"1117",19618,"indian"
"1118",35589,"southern_us"
"1119",46084,"southern_us"
"1120",17256,"mexican"
"1121",47570,"southern_us"
"1122",32796,"southern_us"
"1123",27047,"italian"
"1124",39487,"southern_us"
"1125",130,"mexican"
"1126",17627,"italian"
"1127",29072,"southern_us"
"1128",1108,"southern_us"
"1129",22666,"southern_us"
"1130",41630,"southern_us"
"1131",27289,"italian"
"1132",42299,"southern_us"
"1133",36078,"italian"
"1134",7098,"southern_us"
"1135",46999,"southern_us"
"1136",28791,"chinese"
"1137",39576,"mexican"
